,ID,Age,Gender,Stimulus,Reaction_time,Version
51,1,13,female,about,0.3088142300000527,stream.
52,1,13,female,catching,0.31964369199999965,stream.
53,1,13,female,salmon.,0.26955456000007416,stream.
54,1,13,female,Together,0.33733380700005,stream.
55,1,13,female,they,0.3308614379999426,stream.
56,1,13,female,got,0.33416101000000253,stream.
57,1,13,female,to,0.34355161000007683,stream.
58,1,13,female,"work,",0.313623853000081,stream.
59,1,13,female,fishing,0.3498916859999781,stream.
60,1,13,female,for,0.30541970000001584,stream.
61,1,13,female,salmon.,0.3416828209999494,stream.
62,1,13,female,It,0.3164807870000459,stream.
63,1,13,female,was,0.3424518290000833,stream.
64,1,13,female,a,0.29941109699996105,stream.
65,1,13,female,lovely,0.36175667099996645,stream.
66,1,13,female,day,0.30302743900006135,stream.
67,1,13,female,and,0.29777505899994594,stream.
68,1,13,female,they,0.33319369699995605,stream.
69,1,13,female,were,0.31113170900005116,stream.
70,1,13,female,having,0.3269195249999939,stream.
71,1,13,female,a,0.29841493599997193,stream.
72,1,13,female,good,0.28707288499992956,stream.
73,1,13,female,time,0.30453643900000316,stream.
74,1,13,female,fishing.,0.32662574400001176,stream.
75,1,13,female,By,0.30138416199997664,stream.
76,1,13,female,the,0.3564383599999701,stream.
77,1,13,female,end,0.31511097999998583,stream.
78,1,13,female,of,0.44207134399994175,stream.
79,1,13,female,the,0.3161861510000108,stream.
80,1,13,female,"day,",0.2883311479999975,stream.
81,1,13,female,as,0.3202287320000323,stream.
82,1,13,female,the,0.3437788889999638,stream.
83,1,13,female,sun,0.2797930310000538,stream.
84,1,13,female,went,0.2737420529999781,stream.
85,1,13,female,down,0.2791559290000123,stream.
86,1,13,female,they,0.3205215739999403,stream.
87,1,13,female,enjoyed,0.3187925729999961,stream.
88,1,13,female,the,0.287192301999994,stream.
89,1,13,female,sunset,0.29018899899995176,stream.
90,1,13,female,together.,0.29943033199992897,stream.
91,1,13,female,The,0.3683311050000384,stream.
92,1,13,female,sun,0.34444686699998783,stream.
93,1,13,female,was,0.29225573999997323,stream.
94,1,13,female,many,0.3538894660000551,stream.
95,1,13,female,colours,0.33993556500001887,stream.
96,1,13,female,of,0.301294568000003,stream.
97,1,13,female,red.,0.328531681999948,stream.
98,1,13,female,"Suddenly,",0.35093020500005423,stream.
99,1,13,female,they,0.2954154719999451,stream.
100,1,13,female,saw,0.3702295340000319,stream.
101,1,13,female,a,0.30341896000004454,stream.
102,1,13,female,salmon,0.3497882550000213,stream.
103,1,13,female,coming,0.3211254950000466,stream.
104,1,13,female,up,0.3338412599999856,stream.
105,1,13,female,the,0.5251805340000146,stream.
106,1,13,female,stream.,0.2956851159999587,stream.
107,1,13,female,They,0.2584875860000011,stream.
108,1,13,female,swiped,0.3126597439999159,stream.
109,1,13,female,at,0.3343552809999437,stream.
110,1,13,female,the,0.3037896550000596,stream.
111,1,13,female,"salmon,",0.3087455030000683,stream.
112,1,13,female,caught,0.36623433700003716,stream.
113,1,13,female,"it,",0.30834541699994134,stream.
114,1,13,female,and,0.2909963470000321,stream.
115,1,13,female,shared,0.31305015999998886,stream.
116,1,13,female,a,0.30732158599994364,stream.
117,1,13,female,delicious,0.27525529800004733,stream.
118,1,13,female,meal,0.33171439600005215,stream.
119,1,13,female,together.,0.30758401199989294,stream.
